episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
384.2821125568396,15.716557690502926,192.2570865577507,1298.2857142857142,21,30000,False,30000,21,1,c6a3a7b00a2c42799b43c47f942016ea,2025-09-11_09-40-37,1757583637,239.75345516204834,239.75345516204834,3614,Aashiq,172.20.149.118,239.75345516204834,30000,1,2,ca909474,0,12.4323790575047,0.3860028226967098,1.8233380103398038,29952,30000,222497.336,202.719,15239.924,1685.767,18.879819277108435,23.60993975903614,0.20000000298023224,4.999999873689376e-05,9.269069,-0.00014950628,9.269125,0.0017022002,0.00046575084,1.4072641,0.0
